timestamp,equipment_id,operator_id,latitude,longitude,speed_mph,engine_load_pct,engine_rpm,fuel_rate_gph,co2_rate_lbs_per_hour,fuel_cost_per_hour,operation_type,operation_name,implement_width_ft,hydraulic_pressure_psi,coolant_temp_f,soil_type,terrain_type,field_acres,pass_number,acres_per_hour,fuel_per_acre,weather_factor
2025-08-10T09:33:37.477975,JD8370R_001,OP_001,41.58423,-93.631882,4.8,83.0,1980,25.82,578.37,99.41,cultivator,Field Cultivation,30,2265,187,loam,flat,160,0,0.03,941.66,1.09
2025-08-10T09:33:40.357975,JD8370R_001,OP_001,41.584185,-93.63167,4.6,64.1,1848,19.45,435.68,74.88,cultivator,Field Cultivation,30,2116,196,loam,flat,160,0,0.03,749.04,1.09
2025-08-10T09:33:43.237975,JD8370R_001,OP_001,41.584254,-93.631505,5.5,84.9,1993,26.15,585.76,100.68,cultivator,Field Cultivation,30,2206,200,loam,flat,160,0,0.03,829.57,1.09
2025-08-10T09:33:46.117975,JD8370R_001,OP_001,41.584199,-93.631312,5.2,74.3,1920,22.64,507.14,87.16,cultivator,Field Cultivation,30,1894,194,loam,flat,160,0,0.03,764.69,1.09
2025-08-10T09:33:48.997975,JD8370R_001,OP_001,41.584213,-93.631176,7.8,68.5,1879,20.7,463.68,79.69,cultivator,Field Cultivation,30,2675,191,loam,flat,160,0,0.04,465.19,1.09
2025-08-10T09:33:51.877975,JD8370R_001,OP_001,41.584226,-93.63097,8.8,62.9,1840,19.16,429.18,73.77,cultivator,Field Cultivation,30,2496,188,loam,flat,160,0,0.05,383.22,1.09
2025-08-10T09:33:54.757975,JD8370R_001,OP_001,41.584244,-93.63082,9.1,70.2,1891,21.73,486.75,83.66,cultivator,Field Cultivation,30,2537,202,loam,flat,160,0,0.05,418.07,1.09
2025-08-10T09:33:57.637975,JD8370R_001,OP_001,41.58427,-93.630613,10.4,69.1,1883,21.81,488.54,83.97,cultivator,Field Cultivation,30,2090,198,loam,flat,160,0,0.06,367.51,1.09
2025-08-10T09:34:00.517975,JD8370R_001,OP_001,41.584213,-93.630419,8.6,75.0,1925,23.19,519.46,89.28,cultivator,Field Cultivation,30,2496,200,loam,flat,160,0,0.05,475.49,1.09
2025-08-10T09:34:03.397975,JD8370R_001,OP_001,41.584227,-93.630296,11.4,84.2,1989,27.71,620.7,106.68,cultivator,Field Cultivation,30,2363,200,loam,flat,160,0,0.06,426.55,1.09
2025-08-10T09:34:06.277975,JD8370R_001,OP_001,41.584203,-93.630114,7.7,60.0,1820,17.91,401.18,68.95,cultivator,Field Cultivation,30,1843,186,loam,flat,160,0,0.04,407.55,1.09
2025-08-10T09:34:09.157975,JD8370R_001,OP_001,41.58424,-93.629941,6.7,60.2,1821,17.65,395.36,67.95,cultivator,Field Cultivation,30,2343,189,loam,flat,160,0,0.04,465.23,1.09
2025-08-10T09:34:12.037975,JD8370R_001,OP_001,41.584222,-93.629774,11.7,67.2,1870,21.54,482.5,82.93,cultivator,Field Cultivation,30,1882,202,loam,flat,160,0,0.07,324.99,1.09
2025-08-10T09:34:14.917975,JD8370R_001,OP_001,41.58426,-93.629588,6.8,72.8,1909,21.75,487.2,83.74,cultivator,Field Cultivation,30,2310,195,loam,flat,160,0,0.04,564.46,1.09
2025-08-10T09:34:17.797975,JD8370R_001,OP_001,41.584214,-93.629444,9.3,75.9,1931,23.77,532.45,91.51,cultivator,Field Cultivation,30,2324,202,loam,flat,160,0,0.05,450.2,1.09
2025-08-10T09:34:20.677975,JD8370R_001,OP_001,41.584244,-93.629267,11.2,81.4,1969,26.54,594.5,102.18,cultivator,Field Cultivation,30,1931,196,loam,flat,160,0,0.06,418.05,1.09
2025-08-10T09:34:23.557975,JD8370R_001,OP_001,41.584227,-93.629102,11.8,57.7,1803,18.3,409.92,70.45,cultivator,Field Cultivation,30,2355,185,loam,flat,160,0,0.07,271.94,1.09
2025-08-10T09:34:26.437975,JD8370R_001,OP_001,41.584259,-93.62889,10.1,56.2,1793,17.34,388.42,66.76,cultivator,Field Cultivation,30,2672,200,loam,flat,160,0,0.06,301.4,1.09
2025-08-10T09:34:29.317975,JD8370R_001,OP_001,41.58421,-93.628753,9.4,71.0,1896,22.09,494.82,85.05,cultivator,Field Cultivation,30,1850,202,loam,flat,160,0,0.05,413.58,1.09
2025-08-10T09:34:32.197975,JD8370R_001,OP_001,41.584249,-93.628561,8.7,75.6,1929,23.42,524.61,90.17,cultivator,Field Cultivation,30,1901,198,loam,flat,160,0,0.05,475.74,1.09
2025-08-10T09:34:35.077975,JD8370R_001,OP_001,41.584219,-93.62838,9.3,70.7,1894,21.94,491.46,84.47,cultivator,Field Cultivation,30,2526,198,loam,flat,160,0,0.05,417.31,1.09
2025-08-10T09:34:37.957975,JD8370R_001,OP_001,41.584235,-93.628189,6.6,68.7,1880,20.35,455.84,78.35,cultivator,Field Cultivation,30,2717,192,loam,flat,160,0,0.04,543.55,1.09
2025-08-10T09:34:40.837975,JD8370R_001,OP_001,41.584239,-93.628021,6.5,80.0,1959,24.06,538.94,92.63,cultivator,Field Cultivation,30,2278,195,loam,flat,160,0,0.04,650.11,1.09
2025-08-10T09:34:43.717975,JD8370R_001,OP_001,41.58425,-93.627845,9.5,70.1,1890,21.82,488.77,84.01,cultivator,Field Cultivation,30,2619,204,loam,flat,160,0,0.05,403.02,1.09
2025-08-10T09:34:46.597975,JD8370R_001,OP_001,41.584235,-93.62769,8.1,58.2,1807,17.46,391.1,67.22,cultivator,Field Cultivation,30,1820,186,loam,flat,160,0,0.05,377.58,1.09
2025-08-10T09:34:49.477975,JD8370R_001,OP_001,41.584238,-93.627546,10.6,84.8,1993,27.54,616.9,106.03,cultivator,Field Cultivation,30,2499,203,loam,flat,160,0,0.06,458.66,1.09
2025-08-10T09:34:52.357975,JD8370R_001,OP_001,41.584246,-93.627348,7.4,80.8,1965,24.7,553.28,95.09,cultivator,Field Cultivation,30,2607,193,loam,flat,160,0,0.04,589.55,1.09
2025-08-10T09:34:55.237975,JD8370R_001,OP_001,41.584269,-93.62716,8.1,78.1,1946,24.05,538.72,92.59,cultivator,Field Cultivation,30,2307,200,loam,flat,160,0,0.05,525.64,1.09
2025-08-10T09:34:58.117975,JD8370R_001,OP_001,41.584213,-93.626958,10.2,60.7,1825,18.86,422.46,72.61,cultivator,Field Cultivation,30,1970,201,loam,flat,160,0,0.06,324.46,1.09
2025-08-10T09:35:00.997975,JD8370R_001,OP_001,41.584244,-93.626807,10.8,70.2,1891,22.32,499.97,85.93,cultivator,Field Cultivation,30,2075,199,loam,flat,160,0,0.06,362.72,1.09
2025-08-10T09:35:03.877975,JD8370R_001,OP_001,41.584234,-93.62665,11.6,55.0,1785,17.34,388.42,66.76,cultivator,Field Cultivation,30,2445,205,loam,flat,160,0,0.07,263.07,1.09
2025-08-10T09:35:06.757975,JD8370R_001,OP_001,41.584255,-93.626458,7.9,55.9,1791,16.65,372.96,64.1,cultivator,Field Cultivation,30,2124,203,loam,flat,160,0,0.04,372.21,1.09
2025-08-10T09:35:09.637975,JD8370R_001,OP_001,41.584248,-93.626299,6.6,80.8,1965,24.37,545.89,93.82,cultivator,Field Cultivation,30,2307,197,loam,flat,160,0,0.04,653.99,1.09
2025-08-10T09:35:12.517975,JD8370R_001,OP_001,41.584208,-93.626145,9.2,72.0,1903,22.37,501.09,86.12,cultivator,Field Cultivation,30,2075,195,loam,flat,160,0,0.05,428.6,1.09
2025-08-10T09:35:15.397975,JD8370R_001,OP_001,41.584236,-93.625943,11.5,58.5,1809,18.46,413.5,71.07,cultivator,Field Cultivation,30,2677,191,loam,flat,160,0,0.07,283.43,1.09
2025-08-10T09:35:18.277975,JD8370R_001,OP_001,41.584262,-93.625774,8.3,71.0,1896,21.69,485.86,83.51,cultivator,Field Cultivation,30,2347,193,loam,flat,160,0,0.05,462.3,1.09
2025-08-10T09:35:21.157975,JD8370R_001,OP_001,41.584238,-93.625565,8.5,77.0,1939,23.87,534.69,91.9,cultivator,Field Cultivation,30,2322,203,loam,flat,160,0,0.05,493.06,1.09
2025-08-10T09:35:24.037975,JD8370R_001,OP_001,41.584246,-93.625468,8.0,63.5,1844,19.12,428.29,73.61,cultivator,Field Cultivation,30,2218,193,loam,flat,160,0,0.05,420.73,1.09
2025-08-10T09:35:26.917975,JD8370R_001,OP_001,41.584221,-93.625244,9.0,77.3,1940,24.16,541.18,93.02,cultivator,Field Cultivation,30,2653,199,loam,flat,160,0,0.05,470.99,1.09
2025-08-10T09:35:29.797975,JD8370R_001,OP_001,41.584254,-93.625111,7.1,80.1,1960,24.33,544.99,93.67,cultivator,Field Cultivation,30,2182,191,loam,flat,160,0,0.04,604.36,1.09
2025-08-10T09:35:32.677975,JD8370R_001,OP_001,41.584268,-93.624937,9.9,62.1,1834,19.23,430.75,74.04,cultivator,Field Cultivation,30,2315,201,loam,flat,160,0,0.06,342.95,1.09
2025-08-10T09:35:35.557975,JD8370R_001,OP_001,41.584204,-93.624765,7.0,58.4,1808,17.19,385.06,66.18,cultivator,Field Cultivation,30,2643,203,loam,flat,160,0,0.04,430.14,1.09
2025-08-10T09:35:38.437975,JD8370R_001,OP_001,41.584266,-93.624555,7.9,79.8,1958,24.61,551.26,94.75,cultivator,Field Cultivation,30,2344,193,loam,flat,160,0,0.05,545.92,1.09
2025-08-10T09:35:41.317975,JD8370R_001,OP_001,41.584242,-93.624384,9.1,69.7,1887,21.55,482.72,82.97,cultivator,Field Cultivation,30,2320,193,loam,flat,160,0,0.05,416.18,1.09
2025-08-10T09:35:44.197975,JD8370R_001,OP_001,41.58424,-93.62425,11.4,83.6,1985,27.48,615.55,105.8,cultivator,Field Cultivation,30,2028,204,loam,flat,160,0,0.06,423.63,1.09
2025-08-10T09:35:47.077975,JD8370R_001,OP_001,41.584239,-93.624054,6.2,80.4,1962,24.32,544.77,93.63,cultivator,Field Cultivation,30,2514,193,loam,flat,160,0,0.04,691.54,1.09
2025-08-10T09:35:49.957975,JD8370R_001,OP_001,41.584242,-93.623875,11.1,63.8,1846,20.18,452.03,77.69,cultivator,Field Cultivation,30,2144,188,loam,flat,160,0,0.06,318.75,1.09
2025-08-10T09:35:52.837975,JD8370R_001,OP_001,41.584221,-93.623699,7.8,73.1,1911,22.23,497.95,85.59,cultivator,Field Cultivation,30,1931,192,loam,flat,160,0,0.04,501.91,1.09
2025-08-10T09:35:55.717975,JD8370R_001,OP_001,41.584214,-93.62349,6.5,81.2,1968,24.5,548.8,94.33,cultivator,Field Cultivation,30,2299,196,loam,flat,160,0,0.04,660.66,1.09
2025-08-10T09:35:58.597975,JD8370R_001,OP_001,41.584239,-93.623352,7.7,63.2,1842,18.95,424.48,72.96,cultivator,Field Cultivation,30,1908,192,loam,flat,160,0,0.04,431.18,1.09
2025-08-10T09:36:01.477975,JD8370R_001,OP_001,41.584223,-93.623209,9.6,64.8,1853,20.06,449.34,77.23,cultivator,Field Cultivation,30,2676,186,loam,flat,160,0,0.05,366.92,1.09
2025-08-10T09:36:04.357975,JD8370R_001,OP_001,41.584233,-93.622986,7.8,80.3,1962,24.74,554.18,95.25,cultivator,Field Cultivation,30,2062,185,loam,flat,160,0,0.04,554.98,1.09
2025-08-10T09:36:07.237975,JD8370R_001,OP_001,41.58424,-93.622882,9.2,68.2,1877,21.04,471.3,81.0,cultivator,Field Cultivation,30,2574,205,loam,flat,160,0,0.05,404.02,1.09
2025-08-10T09:36:10.117975,JD8370R_001,OP_001,41.584216,-93.622616,11.2,81.3,1969,26.52,594.05,102.1,cultivator,Field Cultivation,30,2565,188,loam,flat,160,0,0.06,415.46,1.09
2025-08-10T09:36:12.997975,JD8370R_001,OP_001,41.584215,-93.622478,9.0,82.6,1978,26.04,583.3,100.25,cultivator,Field Cultivation,30,2238,192,loam,flat,160,0,0.05,509.28,1.09
